Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760877966135,29856.57908630371,1300,2,0.7375,43242.31797790527,3250,1,0.7375,34947.55857849121,1300,2,0.7375,31082.284103393555,3250,1,0.73125,33949.73799133301,1300,2,0.73125,44918.80433654785,1300,2,0.73125,38761.4397277832,1300,2,0.73125,37086.752365112305,3250,1,0.73125,248806.69921875,2282,4540,4545,400,4552,4546,4545,4536,4565,4337,4546,4566,4485,4546,2271,4565,5.555555820465088,8.333333969116211,5.714285850524902,5.405405521392822,2.702702760696411,2.777777910232544,5.555555820465088,5.555555820465088,5.555555820465088,5.405405521392822,5.555555820465088,8.108107566833496,5.714285850524902,2.777777910232544,2.777777910232544,8.108107566833496,32899801088,8589930496,8787628032,1825267712
199,1760877966135,29856.57991027832,1300,2,0.73125,43242.319564819336,3250,1,0.73125,34947.55859375,1300,2,0.73125,31082.286193847656,3250,1,0.73125,33949.7380065918,1300,2,0.73125,44918.80435180664,1300,2,0.73125,38761.43974304199,1300,2,0.73125,37086.75239562988,3250,1,0.73125,248806.70669555664,2282,4540,4545,400,4552,4546,4545,4536,4565,4337,4546,4566,4485,4546,2271,4565,5.555555820465088,8.333333969116211,5.714285850524902,5.405405521392822,2.702702760696411,2.777777910232544,5.555555820465088,5.555555820465088,5.555555820465088,5.405405521392822,5.555555820465088,8.108107566833496,5.714285850524902,2.777777910232544,2.777777910232544,8.108107566833496,32899801088,8589930496,8787628032,1825267712
199,1760877966336,29856.592514038086,4750,0,0.28125,43242.40782165527,4750,0,0.28125,34947.60525512695,1900,2,0.28125,31082.306182861328,1900,2,0.28125,33949.7497253418,1900,2,0.28125,44920.27426147461,4750,0,0.28125,38761.786376953125,1900,2,0.28125,37086.76042175293,4750,0,0.28125,248810.61363220215,2282,4540,4545,400,4552,4546,4545,4536,4565,4337,4546,4566,4485,4546,2271,4565,0,5,0,0,0,0,0,0,0,0,0,75,23.809524536132813,0,0,0,32899801088,8589930496,8812142592,1825267712
199,1760877966536,29856.625778198242,4875,0,0.20625000000000004,43243.751693725586,4875,0,0.20625000000000004,34947.77224731445,4875,0,0.20625000000000004,31082.355407714844,4875,0,0.20625000000000004,33949.78271484375,1950,2,0.20625000000000004,44920.669006347656,1950,2,0.20625000000000004,38761.88166809082,1950,2,0.20625000000000004,37086.8240814209,4875,0,0.20625000000000004,248815.31846618652,2282,4540,4545,400,4552,4546,4545,4536,4565,4337,4546,4566,4485,4546,2271,4565,9.090909004211426,25,0,0,0,0,0,0,5,4.761904716491699,0,20,5,0,0,57.894737243652344,32899801088,8589930496,8812240896,1825267712
199,1760877966736,29856.651138305664,1900,2,0.29374999999999996,43246.093490600586,4750,0,0.29374999999999996,34947.83143615723,2375,1,0.29374999999999996,31082.369598388672,1900,2,0.29374999999999996,33949.79266357422,1900,2,0.29374999999999996,44920.698333740234,1900,2,0.29374999999999996,38761.90525817871,1900,2,0.29374999999999996,37086.84078979492,1900,2,0.29374999999999996,248819.96026611328,2282,4540,4545,400,4552,4546,4545,4536,4565,4337,4546,4566,4485,4546,2271,4565,9.090909004211426,25,0,0,0,0,0,0,5,4.761904716491699,0,20,5,0,0,57.894737243652344,32899801088,8589930496,8802177024,1825267712
199,1760877966936,29856.666381835938,1910.0000000000002,2,0.2749999999999999,43247.879821777344,4775,0,0.2749999999999999,34947.91801452637,4775,0,0.2749999999999999,31082.428939819336,1910.0000000000002,2,0.2749999999999999,33949.83695983887,1910.0000000000002,2,0.2749999999999999,44920.84730529785,4775,0,0.2749999999999999,38762.05856323242,1910.0000000000002,2,0.2749999999999999,37086.92364501953,4775,0,0.2749999999999999,248825.22477722168,2282,4540,4545,400,4552,4546,4545,4536,4565,4337,4546,4566,4485,4546,2271,4565,2.4390242099761963,55,0,0,0,0,2.5,2.4390242099761963,4.878048419952393,2.4390242099761963,0,5.128205299377441,5,0,0,43.90243911743164,32899801088,8589930496,8817700864,1825267712
199,1760877967136,29856.690017700195,1989.9999999999998,2,0.11874999999999991,43249.946228027344,4975,0,0.11874999999999991,34947.95217895508,4975,0,0.11874999999999991,31082.440872192383,1989.9999999999998,2,0.11874999999999991,33949.84376525879,1989.9999999999998,2,0.11874999999999991,44920.86555480957,4975,0,0.11874999999999991,38762.07145690918,4975,0,0.11874999999999991,37086.93981933594,4975,0,0.11874999999999991,248829.4909210205,2282,4540,4545,400,4552,4546,4545,4536,4565,4337,4546,4566,4485,4546,2271,4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,32899801088,8589930496,8817700864,1825267712
199,1760877967336,29856.715301513672,1900,2,0.2749999999999999,43251.84794616699,4775,0,0.28125,34948.01284790039,1910.0000000000002,2,0.28125,31082.456283569336,1910.0000000000002,2,0.28125,33949.87300109863,1910.0000000000002,2,0.28125,44920.97253417969,4775,0,0.28125,38762.13479614258,4775,0,0.28125,37086.98126220703,1910.0000000000002,2,0.28125,248834.0916595459,2282,4540,4545,400,4552,4546,4545,4536,4565,4337,4546,4566,4485,4546,2271,4565,9.523809432983398,0,0,0,4.761904716491699,4.761904716491699,0,4.761904716491699,0,0,0,5,0,4.761904716491699,0,100,32899801088,8589930496,8817872896,1825267712
199,1760877967536,29856.748336791992,1910.0000000000002,2,0.2749999999999999,43253.86315917969,4775,0,0.2749999999999999,34948.05992126465,2387.5,1,0.2749999999999999,31082.488021850586,1910.0000000000002,2,0.2749999999999999,33949.88856506348,1910.0000000000002,2,0.2749999999999999,44921.0915222168,2387.5,1,0.2749999999999999,38762.18116760254,2387.5,1,0.2749999999999999,37087.02719116211,2387.5,1,0.2749999999999999,248838.7127685547,2282,4540,4545,400,4552,4546,4545,4536,4565,4337,4546,4566,4485,4546,2271,4565,9.523809432983398,0,0,0,4.761904716491699,4.761904716491699,0,4.761904716491699,0,0,0,5,0,4.761904716491699,0,100,32899801088,8589930496,8815398912,1825267712
199,1760877967736,29856.7859954834,1910.0000000000002,2,0.2749999999999999,43255.66369628906,4775,0,0.2749999999999999,34948.13298034668,1910.0000000000002,2,0.2749999999999999,31082.531616210938,1910.0000000000002,2,0.2749999999999999,33949.894943237305,1910.0000000000002,2,0.2749999999999999,44921.14259338379,4775,0,0.2749999999999999,38762.2109375,4775,0,0.2749999999999999,37087.07328796387,1910.0000000000002,2,0.2749999999999999,248843.10650634766,2282,4540,4545,400,4552,4546,4545,4536,4565,4337,4546,4566,4485,4546,2271,4565,0,46.34146499633789,2.4390242099761963,0,0,2.5,0,0,0,0,0,5,0,2.5,0,55,32899801088,8589930496,8810553344,1825267712
