Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760876945292,29625.674026489258,1300,2,0.85625,41348.04949951172,1300,2,0.85625,34594.6600189209,3250,1,0.85625,30846.864135742188,1300,2,0.85625,33689.41053771973,1300,2,0.85625,42810.294036865234,1300,2,0.85625,38425.598236083984,1300,2,0.85625,36787.264068603516,1300,2,0.85625,235387.34176635742,400,1998,1506,1929,400,1672,4827,400,2291,1553,1718,3233,400,1923,4364,3010,2.941176414489746,5.882352828979492,3.0303030014038086,3.0303030014038086,8.823529243469238,8.571429252624512,5.882352828979492,5.714285850524902,3.0303030014038086,5.882352828979492,3.0303030014038086,5.882352828979492,2.941176414489746,2.941176414489746,3.0303030014038086,5.882352828979492,32899801088,8589930496,8662454272,1825325056
199,1760876945293,29625.674026489258,2166.666666666667,2,0.74375,41348.04949951172,1300,2,0.74375,34594.66133117676,3250,1,0.74375,30846.868240356445,3250,1,0.74375,33689.41053771973,1300,2,0.74375,42810.29443359375,1300,2,0.74375,38425.59825134277,1300,2,0.74375,36787.264083862305,1300,2,0.74375,235387.35041809082,400,1998,1506,1929,400,1672,4827,400,2291,1553,1718,3233,400,1923,4364,3010,2.941176414489746,5.882352828979492,3.0303030014038086,3.0303030014038086,8.823529243469238,8.571429252624512,5.882352828979492,5.714285850524902,3.0303030014038086,5.882352828979492,3.0303030014038086,5.882352828979492,2.941176414489746,2.941176414489746,3.0303030014038086,5.882352828979492,32899801088,8589930496,8662454272,1825325056
199,1760876945493,29625.683364868164,1980,2,0.125,41349.870361328125,4950,0,0.125,34594.69697570801,4950,0,0.125,30846.913497924805,1980,2,0.125,33689.567810058594,4950,0,0.125,42810.31553649902,4950,0,0.125,38425.605239868164,1980,2,0.125,36787.27348327637,4950,0,0.125,235391.26832580566,400,1998,1506,1929,400,1672,4827,400,2291,1553,1718,3233,400,1923,4364,3010,0,85,0,0,0,0,0,0,4.761904716491699,0,10,0,0,0,0,0,32899801088,8589930496,8672563200,1825325056
199,1760876945693,29625.9686126709,2400,1,0.2124999999999999,41351.665435791016,4800,0,0.2124999999999999,34595.04318237305,4800,0,0.2124999999999999,30847.115020751953,4800,0,0.2124999999999999,33689.960693359375,4775,0,0.2124999999999999,42810.70993041992,4775,0,0.22499999999999987,38425.91111755371,4775,0,0.22499999999999987,36787.65544128418,4775,0,0.22499999999999987,235397.4696044922,400,1998,1506,1929,400,1672,4827,400,2291,1553,1718,3233,400,1923,4364,3010,0,85,0,0,0,0,0,0,4.761904716491699,0,10,0,0,0,0,0,32899801088,8589930496,8676179968,1825325056
199,1760876945893,29626.12469482422,1889.9999999999998,2,0.30000000000000004,41353.33383178711,4725,0,0.30000000000000004,34595.251068115234,4725,0,0.30000000000000004,30847.206756591797,4725,0,0.30000000000000004,33690.08589172363,4725,0,0.30000000000000004,42810.960357666016,1889.9999999999998,2,0.30000000000000004,38426.1044921875,2362.5,1,0.30000000000000004,36788.05812072754,1889.9999999999998,2,0.30000000000000004,235402.56149291992,400,1998,1506,1929,400,1672,4827,400,2291,1553,1718,3233,400,1923,4364,3010,5,90,7.500000476837158,5,0,10.256410598754883,2.5641026496887207,12.5,5,0,9.756096839904785,5.128205299377441,5.128205299377441,7.500000476837158,5.128205299377441,0,32899801088,8589930496,8671834112,1825325056
199,1760876946093,29626.205841064453,1900,2,0.28125,41355.060775756836,4750,0,0.28125,34595.340896606445,4750,0,0.28125,30847.223693847656,4750,0,0.28125,33690.152740478516,4750,0,0.28125,42811.12097167969,4750,0,0.28125,38426.18913269043,1900,2,0.28125,36788.1240234375,1900,2,0.28125,235407.96160888672,400,1998,1506,1929,400,1672,4827,400,2291,1553,1718,3233,400,1923,4364,3010,0,100,0,0,0,10.526315689086914,0,0,0,0,0,0,4.761904716491699,0,0,0,32899801088,8589930496,8696061952,1825325056
199,1760876946293,29626.21759033203,2000,2,0.125,41357.267822265625,5000,0,0.125,34595.35838317871,2000,2,0.125,30847.232147216797,1989.9999999999998,2,0.125,33690.16786193848,1989.9999999999998,2,0.10624999999999996,42811.155685424805,4975,0,0.10624999999999996,38426.19999694824,1989.9999999999998,2,0.10624999999999996,36788.131912231445,4975,0,0.10624999999999996,235412.21936035156,400,1998,1506,1929,400,1672,4827,400,2291,1553,1718,3233,400,1923,4364,3010,0,100,0,0,0,10.526315689086914,0,0,0,0,0,0,4.761904716491699,0,0,0,32899801088,8589930496,8696061952,1825325056
199,1760876946493,29626.231826782227,1970,2,0.125,41359.74085998535,4925,0,0.125,34595.382064819336,1970,2,0.125,30847.242568969727,1970,2,0.125,33690.193283081055,1970,2,0.125,42811.19331359863,4925,0,0.125,38426.21708679199,1970,2,0.13749999999999996,36788.149154663086,1970,2,0.13749999999999996,235416.92784118652,400,1998,1506,1929,400,1672,4827,400,2291,1553,1718,3233,400,1923,4364,3010,0,100,0,0,0,0,0,0,0,0,0,0,2.4390242099761963,0,0,0,32899801088,8589930496,8696209408,1825325056
199,1760876946693,29626.274642944336,2375,1,0.29374999999999996,41361.568786621094,4750,0,0.29374999999999996,34595.456283569336,4750,0,0.29374999999999996,30847.26890563965,1900,2,0.29374999999999996,33690.229751586914,4750,0,0.29374999999999996,42811.31350708008,4750,0,0.29374999999999996,38426.30599975586,4750,0,0.29374999999999996,36788.18376159668,4750,0,0.29374999999999996,235421.87077331543,400,1998,1506,1929,400,1672,4827,400,2291,1553,1718,3233,400,1923,4364,3010,0,75,4.761904716491699,0,0,10,0,0,0,0,0,0,0,9.523809432983398,0,25,32899801088,8589930496,8696209408,1825325056
1,1760876946894,29626.31427001953,1300,2,0.95625,41362.96546936035,1300,2,0.95625,34595.54147338867,3250,1,0.95625,30847.307907104492,1300,2,0.95625,33690.28666687012,3250,1,0.95625,42811.403259277344,1300,2,0.95625,38426.364517211914,3250,1,0.95625,36788.23692321777,1300,2,0.95625,235425.98886108398,400,1998,1506,1929,400,1672,4827,400,2291,1553,1718,3233,400,1923,4364,3010,4.761904716491699,47.36842346191406,0,0,0,5,0,0,0,0,9.523809432983398,4.761904716491699,0,0,0,35,32899801088,8589930496,8681730048,1825325056
