Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760878014495,29867.323013305664,1300,2,0.75625,43349.15524291992,1300,2,0.75625,34965.51919555664,3250,1,0.75625,31093.38299560547,1300,2,0.75625,33962.889083862305,1300,2,0.7375,44977.90896606445,1300,2,0.7375,38778.30879211426,1300,2,0.7375,37101.234939575195,3250,1,0.7375,249408.48641967773,1935,1936,2045,400,400,2144,4330,400,400,1686,4840,2150,2509,1904,400,1930,3.0303030014038086,8.823529243469238,0,2.941176414489746,5.714285850524902,5.882352828979492,2.941176414489746,2.941176414489746,8.571429252624512,2.941176414489746,2.941176414489746,2.941176414489746,5.714285850524902,2.941176414489746,2.941176414489746,5.714285850524902,32899801088,8589930496,8797782016,1825267712
199,1760878014495,29867.323028564453,1300,2,0.7375,43349.15524291992,1300,2,0.7375,34965.52095031738,3250,1,0.7375,31093.38299560547,1300,2,0.7375,33962.889083862305,1300,2,0.7375,44977.90896606445,1300,2,0.7375,38778.30880737305,3250,1,0.7375,37101.23579406738,3250,1,0.7375,249408.4923400879,1935,1936,2045,400,400,2144,4330,400,400,1686,4840,2150,2509,1904,400,1930,3.0303030014038086,8.823529243469238,0,2.941176414489746,5.714285850524902,5.882352828979492,2.941176414489746,2.941176414489746,8.571429252624512,2.941176414489746,2.941176414489746,2.941176414489746,5.714285850524902,2.941176414489746,2.941176414489746,5.714285850524902,32899801088,8589930496,8798027776,1825267712
199,1760878014696,29867.336349487305,2000,2,0.11250000000000004,43350.801696777344,2000,2,0.11250000000000004,34965.562240600586,5000,0,0.11250000000000004,31093.436721801758,2000,2,0.11250000000000004,33962.91311645508,2000,2,0.11250000000000004,44978.763671875,5000,0,0.11250000000000004,38778.381607055664,5000,0,0.11250000000000004,37101.330505371094,2000,2,0.11250000000000004,249412.60348510742,1935,1936,2045,400,400,2144,4330,400,400,1686,4840,2150,2509,1904,400,1930,0,68.42105102539063,9.090909004211426,0,0,0,0,0,0,0,0,30.000001907348633,0,5,0,0,32899801088,8589930496,8804470784,1825267712
199,1760878014896,29867.375686645508,1970,2,0.1875,43350.93907165527,4925,0,0.1875,34965.61363220215,4925,0,0.1875,31093.504318237305,1970,2,0.1875,33962.959884643555,1970,2,0.1875,44981.20057678223,4925,0,0.1875,38778.42059326172,4925,0,0.1875,37101.360412597656,1970,2,0.1875,249417.4450378418,1935,1936,2045,400,400,2144,4330,400,400,1686,4840,2150,2509,1904,400,1930,0,68.42105102539063,9.090909004211426,0,0,0,0,0,0,0,0,30.000001907348633,0,5,0,0,32899801088,8589930496,8804470784,1825267712
199,1760878015096,29867.398162841797,1910.0000000000002,2,0.2749999999999999,43351.000564575195,2387.5,1,0.2749999999999999,34965.656494140625,4775,0,0.2749999999999999,31093.536209106445,1910.0000000000002,2,0.2749999999999999,33962.968688964844,1910.0000000000002,2,0.2749999999999999,44983.971115112305,4775,0,0.2749999999999999,38778.45002746582,1910.0000000000002,2,0.2749999999999999,37101.375427246094,4775,0,0.2749999999999999,249421.77987670898,1935,1936,2045,400,400,2144,4330,400,400,1686,4840,2150,2509,1904,400,1930,0,5,0,0,0,0,4.761904716491699,0,0,0,0,100,0,0,0,0,32899801088,8589930496,8804470784,1825267712
199,1760878015296,29867.4090423584,1910.0000000000002,2,0.2749999999999999,43351.089599609375,4775,0,0.2749999999999999,34965.75004577637,1910.0000000000002,2,0.2749999999999999,31093.5966796875,4775,0,0.2749999999999999,33962.98890686035,1910.0000000000002,2,0.2749999999999999,44986.20590209961,4775,0,0.2749999999999999,38778.51493835449,1910.0000000000002,2,0.2749999999999999,37101.42739868164,1910.0000000000002,2,0.2749999999999999,249426.59718322754,1935,1936,2045,400,400,2144,4330,400,400,1686,4840,2150,2509,1904,400,1930,0,4.878048419952393,0,0,0,0,0,0,2.5,0,0,100,0,4.761904716491699,0,0,32899801088,8589930496,8801116160,1825267712
199,1760878015496,29867.415084838867,1970,2,0.1812499999999999,43351.182556152344,4925,0,0.1812499999999999,34965.78797912598,1970,2,0.1812499999999999,31093.60807800293,1970,2,0.1812499999999999,33963.00038146973,1970,2,0.1812499999999999,44988.01043701172,4925,0,0.1812499999999999,38778.57229614258,4925,0,0.1812499999999999,37101.43453979492,1970,2,0.1812499999999999,249430.8515625,1935,1936,2045,400,400,2144,4330,400,400,1686,4840,2150,2509,1904,400,1930,0,5.263157844543457,0,0,0,0,0,0,0,0,0,100,0,0,0,0,32899801088,8589930496,8800800768,1825267712
199,1760878015696,29867.42153930664,1930,2,0.2437499999999999,43351.33187866211,4825,2,0.2437499999999999,34965.8643951416,1930,2,0.2437499999999999,31093.638076782227,1930,2,0.2437499999999999,33963.00617980957,1930,2,0.2437499999999999,44989.72872924805,4825,0,0.2437499999999999,38778.6887512207,4825,0,0.2437499999999999,37101.4704284668,1930,2,0.2437499999999999,249435.31019592285,1935,1936,2045,400,400,2144,4330,400,400,1686,4840,2150,2509,1904,400,1930,0,10,0,0,0,0,5.263157844543457,0,0,0,0,100,0,5,0,0,32899801088,8589930496,8802865152,1825267712
199,1760878015896,29868.015380859375,1910.0000000000002,2,0.2749999999999999,43351.781967163086,2387.5,1,0.2749999999999999,34966.38981628418,2387.5,1,0.2749999999999999,31094.10824584961,2387.5,1,0.2749999999999999,33963.67475891113,2387.5,1,0.2749999999999999,44991.27723693848,4775,0,0.2749999999999999,38779.3017578125,1910.0000000000002,2,0.2749999999999999,37102.121154785156,2387.5,1,0.2749999999999999,249443.47021484375,1935,1936,2045,400,400,2144,4330,400,400,1686,4840,2150,2509,1904,400,1930,10,10,16.666667938232422,10,20,0,14.285715103149414,10,10,14.285715103149414,20,95,20,20,20,15.000000953674316,32899801088,8589930496,8807731200,1825267712
199,1760878016096,29868.042373657227,1910.0000000000002,2,0.2437499999999999,43351.85144042969,4775,0,0.2437499999999999,34966.425369262695,1910.0000000000002,2,0.2437499999999999,31094.151824951172,1910.0000000000002,2,0.2437499999999999,33963.69958496094,1910.0000000000002,2,0.2437499999999999,44992.99656677246,4775,0,0.2437499999999999,38779.310943603516,1910.0000000000002,2,0.2437499999999999,37102.147888183594,1910.0000000000002,2,0.2437499999999999,249447.51132202148,1935,1936,2045,400,400,2144,4330,400,400,1686,4840,2150,2509,1904,400,1930,0,5,0,0,0,0,0,0,5,0,0,100,0,0,0,0,32899801088,8589930496,8807989248,1825267712
