Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760876935279,29623.23597717285,1300,2,0.85625,41317.18534851074,3250,1,0.85625,34591.38034057617,1300,2,0.85625,30844.76937866211,1300,2,0.85625,33686.25450134277,1300,2,0.85625,42783.84175109863,1300,2,0.85625,38421.49345397949,1300,2,0.85625,36784.424560546875,1300,2,0.85625,235220.72802734375,4840,1308,2150,1935,4839,1775,1487,1359,1668,1000,400,1296,2262,2151,400,1817,6.060606002807617,3.0303030014038086,3.125,5.882352828979492,5.882352828979492,3.0303030014038086,3.0303030014038086,8.823529243469238,3.0303030014038086,3.0303030014038086,8.823529243469238,6.25,3.0303030014038086,3.0303030014038086,2.941176414489746,3.0303030014038086,32899801088,8589930496,8680046592,1825325056
199,1760876935280,29623.23664855957,1300,2,0.74375,41317.18836975098,3250,1,0.74375,34591.389556884766,3250,1,0.74375,30844.7693939209,1300,2,0.74375,33686.25811767578,3250,1,0.74375,42783.84176635742,1300,2,0.74375,38421.49346923828,1300,2,0.74375,36784.42607116699,1300,1,0.74375,235220.76960754395,4840,1308,2150,1935,4839,1775,1487,1359,1668,1000,400,1296,2262,2151,400,1817,6.060606002807617,3.0303030014038086,3.125,5.882352828979492,5.882352828979492,3.0303030014038086,3.0303030014038086,8.823529243469238,3.0303030014038086,3.0303030014038086,8.823529243469238,6.25,3.0303030014038086,3.0303030014038086,2.941176414489746,3.0303030014038086,32899801088,8589930496,8681537536,1825325056
199,1760876935480,29623.251007080078,4975,0,0.11874999999999991,41319.23191833496,4975,0,0.11874999999999991,34591.42791748047,1989.9999999999998,2,0.11874999999999991,30844.781204223633,1989.9999999999998,2,0.11874999999999991,33686.27326965332,1989.9999999999998,2,0.11874999999999991,42783.87757873535,1989.9999999999998,2,0.11874999999999991,38421.51043701172,1989.9999999999998,2,0.11874999999999991,36784.43380737305,4975,0,0.11874999999999991,235224.7509918213,4840,1308,2150,1935,4839,1775,1487,1359,1668,1000,400,1296,2262,2151,400,1817,0,100,4.761904716491699,0,0,0,4.545454502105713,0,0,0,0,0,0,0,0,0,32899801088,8589930496,8698605568,1825325056
199,1760876935680,29623.50718688965,2211.111111111111,1,0.22499999999999987,41321.09686279297,4975,0,0.22499999999999987,34591.68734741211,2211.111111111111,1,0.22499999999999987,30844.932037353516,4975,0,0.22499999999999987,33686.483642578125,4975,0,0.22499999999999987,42784.06852722168,4975,0,0.22499999999999987,38421.82911682129,4975,0,0.22499999999999987,36784.71955871582,4975,0,0.22499999999999987,235230.3620452881,4840,1308,2150,1935,4839,1775,1487,1359,1668,1000,400,1296,2262,2151,400,1817,0,100,4.761904716491699,0,0,0,4.545454502105713,0,0,0,0,0,0,0,0,0,32899801088,8589930496,8701022208,1825325056
199,1760876935880,29623.661727905273,1910.0000000000002,2,0.26875000000000004,41322.84132385254,4775,0,0.26875000000000004,34591.95291137695,1910.0000000000002,2,0.26875000000000004,30845.137298583984,1910.0000000000002,2,0.26875000000000004,33686.76210021973,4775,0,0.26875000000000004,42784.27766418457,1910.0000000000002,2,0.26875000000000004,38422.24249267578,4775,0,0.26875000000000004,36784.988861083984,2387.5,1,0.26875000000000004,235235.79748535156,4840,1308,2150,1935,4839,1775,1487,1359,1668,1000,400,1296,2262,2151,400,1817,7.500000476837158,76.92308044433594,2.5641026496887207,0,5,0,12.820513725280762,7.500000476837158,5.128205299377441,7.500000476837158,2.5641026496887207,9.756096839904785,2.5,7.317072868347168,0,20,32899801088,8589930496,8704053248,1825325056
199,1760876936080,29623.692611694336,4750,0,0.28125,41324.610107421875,4750,0,0.28125,34592.03105163574,1900,2,0.28125,30845.188674926758,1900,2,0.28125,33686.840881347656,1900,2,0.28125,42784.41647338867,1900,2,0.28125,38422.316497802734,4750,0,0.28125,36785.0895690918,4750,0,0.28125,235241.12127685547,4840,1308,2150,1935,4839,1775,1487,1359,1668,1000,400,1296,2262,2151,400,1817,5,100,4.761904716491699,0,0,0,0,0,0,0,4.761904716491699,10,0,5,0,0,32899801088,8589930496,8720080896,1825325056
199,1760876936280,29623.709381103516,4975,0,0.125,41326.86785888672,4975,0,0.125,34592.04928588867,1989.9999999999998,2,0.125,30845.204330444336,4975,0,0.125,33686.8733215332,1989.9999999999998,2,0.125,42784.43370056152,1989.9999999999998,2,0.125,38422.3387298584,4975,0,0.125,36785.09977722168,1989.9999999999998,2,0.125,235245.44123840332,4840,1308,2150,1935,4839,1775,1487,1359,1668,1000,400,1296,2262,2151,400,1817,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32899801088,8589930496,8720080896,1825325056
199,1760876936480,29623.72967529297,1970,2,0.13124999999999987,41329.36502075195,4925,0,0.13124999999999987,34592.06607055664,1980,2,0.13124999999999987,30845.21646118164,4950,0,0.14375000000000004,33686.88391113281,1980,2,0.14375000000000004,42784.444076538086,4950,0,0.14375000000000004,38422.34976196289,4950,0,0.14375000000000004,36785.11227416992,1980,2,0.14375000000000004,235250.12104797363,4840,1308,2150,1935,4839,1775,1487,1359,1668,1000,400,1296,2262,2151,400,1817,4.761904716491699,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32899801088,8589930496,8720310272,1825325056
199,1760876936680,29623.786178588867,1900,2,0.2749999999999999,41331.120864868164,4750,0,0.2749999999999999,34592.182220458984,2375,1,0.2749999999999999,30845.279525756836,1900,2,0.2749999999999999,33686.966796875,1900,2,0.2749999999999999,42784.72554016113,4750,0,0.2749999999999999,38422.471435546875,2375,1,0.2749999999999999,36785.21180725098,2375,1,0.2749999999999999,235256.2413482666,4840,1308,2150,1935,4839,1775,1487,1359,1668,1000,400,1296,2262,2151,400,1817,4.761904716491699,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32899801088,8589930496,8716156928,1825325056
1,1760876936880,29623.798309326172,2166.666666666667,2,0.74375,41332.52615356445,1300,2,0.74375,34592.24655151367,3250,1,0.74375,30845.314041137695,3250,2,0.74375,33686.97720336914,1300,2,0.75,42784.81996154785,3250,1,0.75,38422.51316833496,3250,1,0.75,36785.262466430664,3250,1,0.75,235260.0369567871,4840,1308,2150,1935,4839,1775,1487,1359,1668,1000,400,1296,2262,2151,400,1817,0,56.09756088256836,2.5,0,0,2.5,0,0,2.4390242099761963,0,0,12.5,2.5,0,2.4390242099761963,35,32899801088,8589930496,8689016832,1825325056
