Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760877486388,29744.57032775879,1300,2,0.85625,42287.23306274414,1300,2,0.85625,34777.48922729492,1300,2,0.85625,30969.337524414063,1300,2,0.85625,33823.2119140625,1300,2,0.85625,43957.407150268555,3250,1,0.85625,38598.349182128906,1300,2,0.85625,36941.06091308594,1300,2,0.85625,242397.94898986816,1926,1573,1505,4816,1357,3242,1095,2131,4815,400,1891,1926,2140,2142,1484,400,2.857142925262451,5.882352828979492,2.941176414489746,5.555555820465088,5.555555820465088,2.857142925262451,5.882352828979492,2.941176414489746,2.941176414489746,2.857142925262451,2.941176414489746,8.823529243469238,2.941176414489746,2.941176414489746,5.714285850524902,0,32899801088,8589930496,8723472384,1825325056
199,1760877486388,29744.570556640625,1300,2,0.73125,42287.23306274414,1300,2,0.73125,34777.48922729492,1300,2,0.73125,30969.339065551758,3250,1,0.73125,33823.21192932129,1300,2,0.73125,43957.4104309082,3250,1,0.73125,38598.349182128906,1300,2,0.73125,36941.060943603516,3250,1,0.73125,242397.95776367188,1926,1573,1505,4816,1357,3242,1095,2131,4815,400,1891,1926,2140,2142,1484,400,2.857142925262451,5.882352828979492,2.941176414489746,5.555555820465088,5.555555820465088,2.857142925262451,5.882352828979492,2.941176414489746,2.941176414489746,2.857142925262451,2.941176414489746,8.823529243469238,2.941176414489746,2.941176414489746,5.714285850524902,0,32899801088,8589930496,8723472384,1825325056
199,1760877486588,29744.633056640625,1939.9999999999998,2,0.2437499999999999,42288.84762573242,4850,0,0.2437499999999999,34777.583984375,2155.5555555555557,2,0.2437499999999999,30969.396224975586,1939.9999999999998,2,0.2437499999999999,33823.396896362305,2155.5555555555557,2,0.2437499999999999,43957.45350646973,1930,2,0.2437499999999999,38598.8592376709,2144.4444444444443,2,0.2437499999999999,36941.11000061035,4825,0,0.2437499999999999,242402.6125640869,1926,1573,1505,4816,1357,3242,1095,2131,4815,400,1891,1926,2140,2142,1484,400,4.761904716491699,75,0,0,0,0,0,4.761904716491699,4.761904716491699,0,5,0,20,0,0,0,32899801088,8589930496,8730951680,1825325056
199,1760877486788,29744.656951904297,1920,2,0.2749999999999999,42290.97608947754,4800,0,0.2749999999999999,34777.619689941406,1920,2,0.2749999999999999,30969.4256439209,1920,2,0.2749999999999999,33823.420639038086,1920,2,0.2749999999999999,43957.48487854004,1920,2,0.2749999999999999,38598.89144897461,1920,2,0.2749999999999999,36941.14224243164,2400,1,0.2749999999999999,242406.7259979248,1926,1573,1505,4816,1357,3242,1095,2131,4815,400,1891,1926,2140,2142,1484,400,0,55,0,0,0,0,0,5,0,0,0,0,4.761904716491699,0,0,47.619049072265625,32899801088,8589930496,8719024128,1825325056
199,1760877486988,29744.7020111084,1920,2,0.26249999999999996,42293.461853027344,4800,0,0.26249999999999996,34777.68312072754,1920,2,0.26249999999999996,30969.454956054688,1920,2,0.26249999999999996,33823.46844482422,4800,0,0.26249999999999996,43957.57604980469,4800,0,0.26249999999999996,38599.00067138672,1920,2,0.26249999999999996,36941.20283508301,4800,0,0.26249999999999996,242411.66325378418,1926,1573,1505,4816,1357,3242,1095,2131,4815,400,1891,1926,2140,2142,1484,400,0,0,0,0,0,0,0,0,0,0,0,5,9.523809432983398,0,0,100,32899801088,8589930496,8735051776,1825325056
199,1760877487188,29744.716888427734,1939.9999999999998,2,0.2437499999999999,42295.039291381836,1939.9999999999998,2,0.2437499999999999,34777.770599365234,1939.9999999999998,2,0.2437499999999999,30969.470932006836,1939.9999999999998,2,0.2437499999999999,33823.492279052734,4850,0,0.2437499999999999,43958.257400512695,4850,0,0.2437499999999999,38599.09001159668,4850,0,0.2437499999999999,36941.2393951416,4850,0,0.2437499999999999,242415.836227417,1926,1573,1505,4816,1357,3242,1095,2131,4815,400,1891,1926,2140,2142,1484,400,0,21.052631378173828,4.761904716491699,0,0,0,0,0,5,0,5,30.000001907348633,5.263157844543457,0,0,47.619049072265625,32899801088,8589930496,8750759936,1825325056
199,1760877487388,29744.729934692383,2030,2,0.06874999999999987,42295.05960083008,2020,2,0.06874999999999987,34777.79536437988,2020,2,0.08125000000000004,30969.48094177246,2020,2,0.08125000000000004,33823.502212524414,5050,0,0.08125000000000004,43960.30894470215,5050,0,0.08125000000000004,38599.12355041504,2020,2,0.08125000000000004,36941.26216125488,5050,0,0.08125000000000004,242419.67533874512,1926,1573,1505,4816,1357,3242,1095,2131,4815,400,1891,1926,2140,2142,1484,400,0,0,0,0,0,0,4.761904716491699,0,0,0,0,100,0,0,0,0,32899801088,8589930496,8793997312,1825325056
199,1760877487588,29744.775161743164,1930,2,0.25,42295.129623413086,4825,0,0.25,34777.86100769043,4825,0,0.25,30969.50062561035,1930,2,0.25,33823.55679321289,4825,0,0.25,43962.24966430664,4825,0,0.25,38599.27163696289,4825,0,0.25,36941.33087158203,2144.4444444444443,2,0.25,242424.47703552246,1926,1573,1505,4816,1357,3242,1095,2131,4815,400,1891,1926,2140,2142,1484,400,0,0,0,0,0,0,4.761904716491699,0,0,0,0,100,0,0,0,0,32899801088,8589930496,8794943488,1825325056
199,1760877487788,29744.815658569336,1889.9999999999998,2,0.29374999999999996,42295.2166595459,2362.5,1,0.29374999999999996,34777.92248535156,4725,0,0.29374999999999996,30969.51092529297,1889.9999999999998,2,0.29374999999999996,33823.58386230469,4725,0,0.29374999999999996,43964.040954589844,4725,0,0.29374999999999996,38599.35139465332,4725,0,0.29374999999999996,36941.38261413574,2362.5,1,0.29374999999999996,242428.94380187988,1926,1573,1505,4816,1357,3242,1095,2131,4815,400,1891,1926,2140,2142,1484,400,4.761904716491699,5,0,0,0,0,0,0,0,0,0,100,5,0,0,0,32899801088,8589930496,8802770944,1825325056
199,1760877487989,29744.83625793457,1930,2,0.2437499999999999,42295.46794128418,1930,2,0.2437499999999999,34778.06707763672,4825,0,0.2437499999999999,30969.517456054688,1930,2,0.2437499999999999,33823.7198638916,4825,0,0.2437499999999999,43965.53965759277,4825,0,0.2437499999999999,38599.369705200195,4825,0,0.2437499999999999,36941.495361328125,1930,2,0.2437499999999999,242434.35507202148,1926,1573,1505,4816,1357,3242,1095,2131,4815,400,1891,1926,2140,2142,1484,400,0,10.526315689086914,0,0,0,0,0,0,0,0,0,100,0,0,0,5,32899801088,8589930496,8810971136,1825325056
