Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760877001447,29638.31901550293,1300,2,0.7375,41435.61854553223,3250,1,0.7375,34613.60014343262,1300,2,0.7375,30859.78648376465,1300,2,0.7375,33703.7131652832,3250,1,0.7375,42882.14710998535,1300,2,0.7375,38444.18507385254,1300,2,0.7375,36803.988204956055,1300,2,0.7375,235996.25033569336,2605,2157,2143,1914,4425,1722,1727,400,1874,400,400,400,1812,1787,400,2149,3.0303030014038086,3.22580623626709,3.125,3.0303030014038086,3.0303030014038086,3.0303030014038086,6.060606002807617,5.882352828979492,6.060606002807617,3.0303030014038086,3.0303030014038086,8.571429252624512,3.125,3.0303030014038086,5.882352828979492,3.0303030014038086,32899801088,8589930496,8685133824,1825325056
199,1760877001448,29638.3191986084,1300,2,0.7375,41435.620834350586,3250,1,0.7375,34613.60014343262,1300,2,0.7375,30859.78648376465,1300,2,0.7375,33703.71318054199,1300,2,0.7375,42882.14712524414,3250,1,0.7375,38444.18510437012,1300,2,0.7375,36803.988220214844,1300,2,0.7375,235996.2586517334,2605,2157,2143,1914,4425,1722,1727,400,1874,400,400,400,1812,1787,400,2149,3.0303030014038086,3.22580623626709,3.125,3.0303030014038086,3.0303030014038086,3.0303030014038086,6.060606002807617,5.882352828979492,6.060606002807617,3.0303030014038086,3.0303030014038086,8.571429252624512,3.125,3.0303030014038086,5.882352828979492,3.0303030014038086,32899801088,8589930496,8685133824,1825325056
199,1760877001648,29638.370346069336,2144.4444444444443,2,0.25624999999999987,41435.73501586914,4825,0,0.25624999999999987,34613.664794921875,2144.4444444444443,2,0.25624999999999987,30859.829635620117,2144.4444444444443,2,0.25624999999999987,33703.741302490234,2144.4444444444443,2,0.25624999999999987,42884.25440979004,4825,0,0.25624999999999987,38444.19233703613,4825,0,0.25624999999999987,36804.03973388672,1930,2,0.25624999999999987,236000.3132019043,2605,2157,2143,1914,4425,1722,1727,400,1874,400,400,400,1812,1787,400,2149,4.761904716491699,4.761904716491699,0,0,4.761904716491699,4.761904716491699,4.761904716491699,0,0,0,4.761904716491699,94.73684692382813,4.545454502105713,0,0,13.636363983154297,32899801088,8589930496,8695943168,1825325056
199,1760877001848,29638.4236907959,2000,2,0.11874999999999991,41436.28985595703,5000,0,0.11874999999999991,34613.75093078613,5000,0,0.11874999999999991,30860.052673339844,2000,2,0.11874999999999991,33703.7557220459,2000,2,0.11874999999999991,42885.62934875488,2000,2,0.11874999999999991,38444.22520446777,5000,0,0.11874999999999991,36804.06507873535,2000,2,0.11874999999999991,236004.92864990234,2605,2157,2143,1914,4425,1722,1727,400,1874,400,400,400,1812,1787,400,2149,0,28.571430206298828,0,5,0,73.68421173095703,4.761904716491699,0,0,10,0,0,0,0,0,0,32899801088,8589930496,8703332352,1825325056
199,1760877002048,29638.47703552246,2400,1,0.26249999999999996,41438.3522644043,2400,1,0.26249999999999996,34613.82174682617,2400,1,0.26249999999999996,30860.094146728516,1920,2,0.26249999999999996,33704.1164855957,1920,2,0.26249999999999996,42885.83312988281,4800,0,0.26249999999999996,38444.24221801758,1920,2,0.26249999999999996,36804.12145996094,1920,2,0.26249999999999996,236009.5991973877,2605,2157,2143,1914,4425,1722,1727,400,1874,400,400,400,1812,1787,400,2149,0,28.571430206298828,0,5,0,73.68421173095703,4.761904716491699,0,0,10,0,0,0,0,0,0,32899801088,8589930496,8701743104,1825325056
199,1760877002248,29638.53596496582,1920,2,0.25624999999999987,41438.463287353516,1920,2,0.25624999999999987,34613.878845214844,1920,2,0.25624999999999987,30860.12091064453,1920,2,0.25624999999999987,33704.13732910156,1920,2,0.25624999999999987,42888.1491394043,4775,0,0.25624999999999987,38444.24839782715,4775,0,0.26249999999999996,36804.15394592285,1910.0000000000002,2,0.26249999999999996,236014.15625,2605,2157,2143,1914,4425,1722,1727,400,1874,400,400,400,1812,1787,400,2149,0,41.02564239501953,2.5,2.4390242099761963,7.500000476837158,0,0,0,2.4390242099761963,0,0,56.09756088256836,0,0,0,2.5,32899801088,8589930496,8725970944,1825325056
199,1760877002448,29638.545028686523,2010.0000000000002,2,0.07499999999999996,41438.47212219238,5025,0,0.07499999999999996,34613.897872924805,2010.0000000000002,2,0.07499999999999996,30860.146926879883,2010.0000000000002,2,0.07499999999999996,33704.1570892334,5025,0,0.07499999999999996,42890.17979431152,5025,0,0.07499999999999996,38444.26502990723,5025,0,0.07499999999999996,36804.1628112793,2010.0000000000002,2,0.07499999999999996,236017.91053771973,2605,2157,2143,1914,4425,1722,1727,400,1874,400,400,400,1812,1787,400,2149,4.761904716491699,0,0,0,0,0,0,0,0,4.761904716491699,4.761904716491699,100,0,4.761904716491699,0,0,32899801088,8589930496,8768978944,1825325056
199,1760877002648,29638.596420288086,4825,0,0.2437499999999999,41438.54299926758,4825,0,0.2437499999999999,34613.949966430664,2144.4444444444443,2,0.2437499999999999,30860.196731567383,4825,0,0.2437499999999999,33704.18217468262,4825,0,0.2437499999999999,42892.232192993164,4825,0,0.2437499999999999,38444.29931640625,4825,0,0.2437499999999999,36804.199966430664,4825,0,0.2437499999999999,236022.2943572998,2605,2157,2143,1914,4425,1722,1727,400,1874,400,400,400,1812,1787,400,2149,0,5,0,0,0,0,0,0,0,0,0,100,0,0,0,5,32899801088,8589930496,8767242240,1825325056
199,1760877002848,29638.732986450195,4775,2,0.26875000000000004,41438.65687561035,1910.0000000000002,2,0.26875000000000004,34614.127365112305,1910.0000000000002,2,0.26875000000000004,30860.371459960938,1910.0000000000002,2,0.26875000000000004,33704.283950805664,4775,0,0.26875000000000004,42893.69090270996,4775,0,0.26875000000000004,38444.45199584961,4775,0,0.26875000000000004,36804.30633544922,1910.0000000000002,2,0.26875000000000004,236028.21545410156,2605,2157,2143,1914,4425,1722,1727,400,1874,400,400,400,1812,1787,400,2149,0,5.263157844543457,10.526315689086914,0,0,0,0,0,0,5,0,100,5,5,0,0,32899801088,8589930496,8775069696,1825325056
200,1760877003048,29638.7811126709,2155.5555555555557,2,0.25,41438.6965637207,1939.9999999999998,2,0.25,34614.1701965332,2155.5555555555557,2,0.25,30860.433059692383,1939.9999999999998,2,0.25,33704.294189453125,1939.9999999999998,2,0.25,42895.45927429199,4850,0,0.25,38444.57646179199,4850,0,0.25,36804.351333618164,1939.9999999999998,2,0.25,236032.5259552002,2605,2157,2143,1914,4425,1722,1727,400,1874,400,400,400,1812,1787,400,2149,0,0,0,0,0,0,0,0,0,0,0,100,10,0,5,0,32899801088,8589930496,8783065088,1825325056
