Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1760877171122,29674.1728515625,1300,2,0.85625,41748.430114746094,1300,2,0.85625,34668.506088256836,1300,2,0.85625,30895.86280822754,1300,2,0.85625,33744.76333618164,1300,2,0.85625,43183.12309265137,3250,1,0.85625,38496.52478027344,1300,2,0.85625,36850.47358703613,1300,2,0.85625,238094.6385498047,2137,3257,3279,3018,4799,2136,2133,2134,4464,2393,2119,4800,2119,2120,4592,3678,2.857142925262451,6.060606002807617,2.941176414489746,2.941176414489746,2.857142925262451,5.714285850524902,5.555555820465088,0,0,2.857142925262451,5.714285850524902,8.823529243469238,5.714285850524902,5.714285850524902,5.555555820465088,5.714285850524902,32899801088,8589930496,8718966784,1825325056
199,1760877171122,29674.17286682129,1300,2,0.7375,41748.430114746094,1300,2,0.7375,34668.506103515625,1300,2,0.7375,30895.862838745117,1300,2,0.7375,33744.7633972168,1300,2,0.7375,43183.1248626709,3250,1,0.7375,38496.52665710449,3250,1,0.7375,36850.47358703613,1300,2,0.7375,238094.6445465088,2137,3257,3279,3018,4799,2136,2133,2134,4464,2393,2119,4800,2119,2120,4592,3678,2.857142925262451,6.060606002807617,2.941176414489746,2.941176414489746,2.857142925262451,5.714285850524902,5.555555820465088,0,0,2.857142925262451,5.714285850524902,8.823529243469238,5.714285850524902,5.714285850524902,5.555555820465088,5.714285850524902,32899801088,8589930496,8718966784,1825325056
199,1760877171322,29674.194244384766,1900,2,0.28749999999999987,41748.556869506836,2375,1,0.28749999999999987,34668.53625488281,2375,1,0.28749999999999987,30895.89826965332,2375,1,0.28749999999999987,33744.807037353516,2375,1,0.28749999999999987,43184.96075439453,4750,0,0.28749999999999987,38496.54170227051,1900,2,0.28749999999999987,36850.503326416016,1900,2,0.28749999999999987,238099.021484375,2137,3257,3279,3018,4799,2136,2133,2134,4464,2393,2119,4800,2119,2120,4592,3678,0,5,0,0,0,0,0,0,4.761904716491699,0,0,95.23809814453125,0,4.761904716491699,0,0,32899801088,8589930496,8747294720,1825325056
199,1760877171522,29674.210037231445,1970,2,0.14375000000000004,41748.59211730957,1970,2,0.14375000000000004,34668.57131958008,1970,2,0.14375000000000004,30895.927352905273,1970,2,0.14375000000000004,33744.83419799805,1970,2,0.14375000000000004,43186.93446350098,4925,0,0.14375000000000004,38496.558502197266,4900,2,0.13124999999999987,36850.51013183594,1960.0000000000002,2,0.13124999999999987,238103.38577270508,2137,3257,3279,3018,4799,2136,2133,2134,4464,2393,2119,4800,2119,2120,4592,3678,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,32899801088,8589930496,8747347968,1825325056
199,1760877171722,29674.260543823242,2387.5,1,0.2749999999999999,41748.71417236328,4775,0,0.2749999999999999,34668.625915527344,2387.5,1,0.2749999999999999,30895.99870300293,2387.5,1,0.2749999999999999,33744.88278198242,1910.0000000000002,2,0.2749999999999999,43189.07713317871,4775,0,0.2749999999999999,38496.579681396484,4775,0,0.2749999999999999,36850.519470214844,4775,0,0.2749999999999999,238108.6449584961,2137,3257,3279,3018,4799,2136,2133,2134,4464,2393,2119,4800,2119,2120,4592,3678,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,32899801088,8589930496,8747347968,1825325056
199,1760877171922,29674.282943725586,1860.0000000000002,2,0.29374999999999996,41748.85884094238,4650,0,0.29374999999999996,34668.66053771973,1860.0000000000002,2,0.29374999999999996,30896.02311706543,4650,0,0.29374999999999996,33744.91520690918,4650,0,0.29374999999999996,43191.072692871094,4650,0,0.29374999999999996,38496.58947753906,1860.0000000000002,2,0.29374999999999996,36850.539001464844,1860.0000000000002,2,0.29374999999999996,238112.9200439453,2137,3257,3279,3018,4799,2136,2133,2134,4464,2393,2119,4800,2119,2120,4592,3678,0,7.317072868347168,2.4390242099761963,0,0,0,0,0,0,0,0,100,0,0,2.4390242099761963,5,32899801088,8589930496,8755175424,1825325056
199,1760877172122,29674.295303344727,1960.0000000000002,2,0.1499999999999999,41748.920333862305,1960.0000000000002,2,0.1499999999999999,34668.70803833008,4900,0,0.1499999999999999,30896.046783447266,1960.0000000000002,2,0.1499999999999999,33744.94757080078,1960.0000000000002,2,0.1499999999999999,43193.01084899902,4900,0,0.1499999999999999,38496.596252441406,4900,0,0.1499999999999999,36850.5457611084,4900,0,0.1499999999999999,238117.33686828613,2137,3257,3279,3018,4799,2136,2133,2134,4464,2393,2119,4800,2119,2120,4592,3678,4.761904716491699,0,0,0,4.761904716491699,4.761904716491699,0,0,0,0,0,100,0,0,0,0,32899801088,8589930496,8755175424,1825325056
199,1760877172323,29674.360473632813,2375,1,0.29374999999999996,41749.076232910156,1900,2,0.29374999999999996,34668.761138916016,2375,1,0.29374999999999996,30896.085662841797,1900,2,0.29374999999999996,33744.95683288574,1900,2,0.29374999999999996,43194.8936920166,4750,0,0.29374999999999996,38496.66737365723,2375,1,0.29374999999999996,36850.55986022949,1900,2,0.28749999999999987,238122.34059143066,2137,3257,3279,3018,4799,2136,2133,2134,4464,2393,2119,4800,2119,2120,4592,3678,0,0,0,0,0,0,5,0,0,0,0,100,0,0,0,14.285715103149414,32899801088,8589930496,8755175424,1825325056
199,1760877172523,29674.390182495117,1960.0000000000002,2,0.13749999999999996,41749.12446594238,4900,0,0.13749999999999996,34668.79080200195,1960.0000000000002,2,0.13749999999999996,30896.10221862793,1960.0000000000002,2,0.13749999999999996,33744.96369934082,1960.0000000000002,2,0.13749999999999996,43196.855865478516,4900,0,0.13749999999999996,38496.70310974121,4900,0,0.13749999999999996,36850.56661987305,1960.0000000000002,2,0.13749999999999996,238126.71997070313,2137,3257,3279,3018,4799,2136,2133,2134,4464,2393,2119,4800,2119,2120,4592,3678,0,0,0,5,0,0,0,0,0,0,0,100,0,0,0,0,32899801088,8589930496,8753467392,1825325056
1,1760877172723,29674.5029296875,1333.3333333333335,2,0.875,41749.344802856445,2400,1,0.875,34668.88832092285,2400,1,0.875,30896.16763305664,1333.3333333333335,2,0.875,33744.99038696289,1333.3333333333335,2,0.875,43198.49873352051,1333.3333333333335,2,0.875,38496.81578063965,4850,1,0.875,36850.59718322754,1939.9999999999998,2,0.88125,238132.37753295898,2137,3257,3279,3018,4799,2136,2133,2134,4464,2393,2119,4800,2119,2120,4592,3678,5,0,0,4.761904716491699,0,0,0,0,0,0,0,100,0,0,0,20,32899801088,8589930496,8753467392,1825325056
